field1,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,IsOld,NumberTimePond,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyDebt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,MonthlyPerPerson,MonthlyBalance,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,0 probability,1 probability
1111,1112,0,0.48092721,62,0,0,0,1.031724668,5364.9682736,5200,14,2600.0,2600.0,0,3,0,1,0,0.94986,0.05014
1121,1122,0,0.125014705,66,0,2,2,0.404638145,1011.5953625,2500,4,2500.0,0.0,0,1,0,0,0,0.88993,0.11007
1129,1130,0,0.0199992,52,0,0,0,0.18845288699999999,753.8115479999999,4000,6,2000.0,2000.0,0,1,0,1,0,0.966,0.034
1131,1132,0,0.612030682,74,1,5,2,0.76967187,2415.23032806,3138,10,3138.0,0.0,1,2,0,0,1,0.46038,0.53962
1134,1135,0,0.0,46,0,0,0,0.45028890200000005,2259.549710236,5018,9,5018.0,0.0,0,1,0,0,0,0.9572,0.0428
1141,1142,0,0.9999998999999999,38,0,1,1,17.0,,,1,,,0,0,0,0,0,0.72877,0.27123
1146,1147,1,0.9544490459999999,55,0,14,5,773.0,773.0,,7,,,1,0,3,0,1,0.30463,0.69537
1152,1153,0,0.6840209509999999,50,0,0,0,0.894878706,10291.105119,11500,21,11500.0,0.0,0,3,0,0,0,0.88792,0.11208
1155,1156,0,0.0,53,0,5,0,0.46072550700000003,1612.5392745000001,3500,7,3500.0,0.0,1,1,1,0,0,0.55502,0.44498
1158,1159,0,0.226957563,80,1,0,0,0.4375,1784.5625,4079,11,2039.5,2039.5,0,1,0,1,0,0.98498,0.01502
1165,1166,0,0.321934593,44,0,0,0,1383.0,1383.0,,7,,,0,2,0,1,0,0.83385,0.16615
1168,1169,0,0.099482078,44,0,0,0,0.431368631,2158.568629524,5004,7,1251.0,3753.0,0,1,0,3,0,0.96589,0.03411
1173,1174,1,0.9999998999999999,71,1,3,1,0.313816494,878.6861832,2800,2,2800.0,0.0,0,1,1,0,0,0.69908,0.30092
1183,1184,0,0.281812558,79,1,1,1,0.304637654,3198.695367,10500,16,5250.0,5250.0,0,2,0,1,0,0.95793,0.04207
1192,1193,0,0.9636145540000001,46,0,3,0,0.224283305,797.775715885,3557,5,889.25,2667.75,1,1,0,3,0,0.54525,0.45475
1197,1198,0,0.9999998999999999,50,0,0,0,0.914857386,2148.085142328,2348,5,2348.0,0.0,0,1,0,0,0,0.91928,0.08072
1201,1202,0,0.0,48,0,0,0,4212.0,4212.0,,6,,,0,3,0,0,0,0.85288,0.14712
1210,1211,0,0.0,53,0,0,0,0.0,0.0,3000,2,1500.0,1500.0,0,0,0,1,0,0.92315,0.07685
1215,1216,0,7.7776E-4,74,1,0,0,0.209539523,2793.790460159,13333,6,13333.0,0.0,0,3,0,0,0,0.98997,0.01003
1216,1217,0,0.51835032,73,1,0,0,0.685146095,6166.3148550000005,9000,13,9000.0,0.0,0,2,0,0,0,0.94954,0.05046
1219,1220,0,0.142122933,54,0,0,0,2859.0,2859.0,,18,,,0,3,0,1,0,0.94871,0.05129
1223,1224,0,0.9999998999999999,27,0,0,0,0.014697237,24.9853029,1700,0,850.0,850.0,0,0,0,1,0,0.69994,0.30006
1229,1230,0,0.507497501,68,0,0,0,0.012468828000000001,44.987531424000004,3608,3,3608.0,0.0,0,0,0,0,0,0.97783,0.02217
1231,1232,1,0.9999998999999999,60,0,3,1,0.540617473,2468.459381718,4566,2,4566.0,0.0,0,1,1,0,0,0.63497,0.36503
1243,1244,0,0.007749806,60,0,0,0,0.220213749,1668.779789922,7578,8,7578.0,0.0,0,1,0,0,0,0.98561,0.01439
1249,1250,0,0.9999998999999999,65,0,1,1,0.061422414,341.938578738,5567,1,5567.0,0.0,0,0,0,0,0,0.92895,0.07105
1263,1264,0,0.41461881799999994,70,0,0,0,4681.0,4681.0,,21,,,0,2,0,0,0,0.94142,0.05858
1271,1272,0,0.11327535,54,0,0,0,695.0,695.0,,5,,,0,1,0,1,0,0.95182,0.04818
1280,1281,0,0.036422035,30,0,0,0,1756.0,1756.0,1,10,1.0,0.0,0,2,0,0,0,0.92258,0.07742
1298,1299,0,0.7962785840000001,44,0,19,0,2518.0,2518.0,,6,,,5,1,2,4,1,0.29474,0.70526
1301,1302,0,0.176443529,67,0,0,0,0.182522829,1718.8174806929999,9417,15,9417.0,0.0,0,2,0,0,0,0.98977,0.01023
1303,1304,0,0.06769731,75,1,0,0,0.082053743,170.917946669,2083,11,2083.0,0.0,0,0,0,0,0,0.98654,0.01346
1305,1306,0,0.070324183,39,0,0,0,0.35142638299999995,3670.6485704349993,10445,12,2089.0,8356.0,0,1,0,4,0,0.95094,0.04906
1307,1308,0,0.007868766,63,0,0,0,1448.0,1448.0,,6,,,0,1,0,0,0,0.96683,0.03317
1316,1317,0,0.07303712700000001,49,0,0,0,0.24992209399999998,1603.7500771979999,6417,8,6417.0,0.0,0,2,0,0,0,0.97061,0.02939
1322,1323,0,0.122020904,59,0,0,0,153.0,153.0,,9,,,0,0,0,0,0,0.97077,0.02923
1324,1325,0,0.195256512,48,0,0,0,0.484398217,2607.515602111,5383,20,5383.0,0.0,0,3,0,0,0,0.97895,0.02105
1325,1326,0,0.8465748809999999,45,0,0,0,0.158640227,951.841362,6000,5,2000.0,4000.0,0,0,0,2,0,0.91596,0.08404
1329,1330,0,0.0,59,0,0,0,1486.0,1486.0,,4,,,0,1,0,2,0,0.90756,0.09244
1339,1340,1,0.409985282,69,0,1,1,0.279980823,4087.7200158,14600,15,14600.0,0.0,0,2,0,0,0,0.94101,0.05899
1345,1346,0,0.0,39,0,0,0,0.055915527,232.944085482,4166,5,4166.0,0.0,0,0,0,0,0,0.96028,0.03972
1348,1349,0,0.036934189,56,0,0,0,0.28793495199999997,2407.7120686239996,8362,8,2787.3333333333335,5574.666666666666,0,1,0,2,0,0.97831,0.02169
1353,1354,0,0.0,43,0,0,0,3278.0,3278.0,0,7,0.0,0.0,0,3,0,0,0,0.87017,0.12983
1354,1355,0,0.017509173,59,0,0,0,0.36511946100000003,3468.6348795000004,9500,8,9500.0,0.0,0,2,0,0,0,0.97647,0.02353
1359,1360,0,0.525349959,44,0,0,0,0.265853034,3114.734146344,11716,8,5858.0,5858.0,0,2,0,1,0,0.89329,0.10671
1365,1366,0,0.0,46,0,0,0,0.014388488999999999,11.985611337,833,5,833.0,0.0,0,0,0,0,0,0.95131,0.04869
1372,1373,0,0.032924722000000003,65,0,0,0,1.034372502,1292.9656275000002,1250,21,1250.0,0.0,0,1,0,0,0,0.98682,0.01318
1375,1376,0,0.443944541,65,0,1,1,0.6625451920000001,9162.337460168,13829,19,6914.5,6914.5,0,3,0,1,0,0.87812,0.12188
1390,1391,0,0.030053276,58,0,0,0,937.0,937.0,,5,,,0,1,0,0,0,0.96585,0.03415
1393,1394,0,0.006489024,67,0,0,0,0.099890231,1273.900115943,12753,5,6376.5,6376.5,0,1,0,1,0,0.9884,0.0116
1410,1411,0,0.10331853199999999,84,1,0,0,0.278180455,1112.72182,4000,12,4000.0,0.0,0,0,0,0,0,0.99178,0.00822
1414,1415,0,0.028907777000000003,41,0,0,0,0.7685208920000001,2997.2314788000003,3900,6,1950.0,1950.0,0,2,0,1,0,0.95544,0.04456
1425,1426,0,1.089825848,60,0,1,1,0.63353639,1975.3664640199997,3118,7,3118.0,0.0,0,1,0,0,0,0.88766,0.11234
1426,1427,0,0.199666147,49,0,1,1,0.6845681309999999,7354.315431332999,10743,15,3581.0,7162.0,0,4,0,2,0,0.85582,0.14418
1434,1435,0,0.0,53,0,0,0,1635.0,1635.0,,6,,,0,1,0,2,0,0.91734,0.08266
1435,1436,0,0.055606878,65,0,0,0,2965.0,2965.0,,5,,,0,1,0,1,0,0.94879,0.05121
1436,1437,0,0.380440179,58,0,0,0,0.32154238399999996,2017.6784595999998,6275,9,6275.0,0.0,0,1,0,0,0,0.95145,0.04855
1440,1441,0,0.9710024159999999,46,0,8,0,0.49811083100000003,790.5018887970001,1587,3,1587.0,0.0,2,0,1,0,1,0.3842,0.6158
1454,1455,0,0.822094232,76,1,0,0,325.0,325.0,,6,,,0,0,0,0,0,0.96859,0.03141
1457,1458,0,0.6731895440000001,35,0,0,0,0.424098921,1611.5758998000001,3800,5,3800.0,0.0,0,1,0,0,0,0.91764,0.08236
1460,1461,0,0.55613391,36,0,0,0,0.151914167,622.8480847,4100,4,4100.0,0.0,0,0,0,0,0,0.93035,0.06965
1462,1463,0,0.212957409,61,0,0,0,0.49910018,2495.5009,5000,4,5000.0,0.0,0,2,0,0,0,0.96829,0.03171
1469,1470,0,0.040857428,51,0,0,0,0.385322935,1926.6146749999998,5000,9,5000.0,0.0,0,1,0,0,0,0.97033,0.02967
1474,1475,0,0.275748654,62,0,0,0,1348.0,1348.0,,7,,,0,1,0,0,0,0.96333,0.03667
1478,1479,0,0.216826619,56,0,1,1,0.854103343,3090.145894974,3618,16,1206.0,2412.0,0,3,0,2,0,0.92364,0.07636
1479,1480,0,0.205031355,39,0,0,0,0.6028403529999999,2461.397161299,4083,10,1361.0,2722.0,0,2,0,2,0,0.87683,0.12317
1481,1482,0,0.555938038,53,0,0,0,0.451816271,1504.54818243,3330,10,3330.0,0.0,0,0,0,0,0,0.94535,0.05465
1489,1490,0,0.030141422,52,0,0,0,0.090074333,205.90992523800003,2286,6,2286.0,0.0,0,0,0,0,0,0.96692,0.03308
1491,1492,0,0.44337920700000005,42,0,0,0,1.412587413,1412.587413,1000,8,1000.0,0.0,0,0,0,0,0,0.90652,0.09348
1492,1493,0,0.19845490100000002,51,0,0,0,0.24616069399999999,1105.753837448,4492,7,1497.3333333333333,2994.666666666667,0,1,0,2,0,0.97316,0.02684
1498,1499,0,0.9999998999999999,47,0,0,0,2174.0,2174.0,,1,,,0,1,0,,0,0.94367,0.05633
1500,1501,0,0.128842063,37,0,0,0,0.44555542,3653.554444,8200,10,2733.3333333333335,5466.666666666666,0,2,0,2,0,0.91569,0.08431
1506,1507,0,0.005971329,54,0,0,0,0.280197575,1247.719801475,4453,13,1484.3333333333333,2968.666666666667,0,1,0,2,0,0.97842,0.02158
1511,1512,1,0.9999998999999999,42,0,6,0,31.0,,,0,,,2,0,0,0,1,0.42271,0.57729
1512,1513,0,0.386691448,41,0,3,3,0.27668932399999996,691.7233099999999,2500,14,2500.0,0.0,0,0,0,0,0,0.61977,0.38023
1514,1515,0,0.689770077,34,0,2,0,0.308230874,1804.69176727,5855,5,5855.0,0.0,0,2,1,0,0,0.81713,0.18287
1523,1524,0,0.072494634,74,1,0,0,0.523546435,1989.476453,3800,9,3800.0,0.0,0,2,0,0,0,0.98283,0.01717
1524,1525,0,0.072093448,63,0,1,1,0.673983917,3100.3260182000004,4600,17,2300.0,2300.0,0,1,0,1,0,0.96642,0.03358
1527,1528,0,0.457431884,42,0,1,1,0.700270556,5952.299726,8500,17,2833.3333333333335,5666.666666666666,0,3,0,2,0,0.82983,0.17017
1530,1531,0,0.032438862,86,1,0,0,0.141974187,780.8580285,5500,14,5500.0,0.0,0,1,0,0,0,0.99262,0.00738
1534,1535,0,0.019139302,43,0,0,0,8.007968127,2001.99203175,250,11,83.33333333333333,166.66666666666669,0,1,0,2,0,0.94752,0.05248
1538,1539,0,0.955236854,63,0,0,0,65.0,,,1,,,0,0,0,2,0,0.92464,0.07536
1546,1547,0,0.135407518,61,0,0,0,0.34365384600000004,1786.6563453540002,5199,12,5199.0,0.0,0,1,0,0,0,0.98189,0.01811
1560,1561,0,0.933834167,57,0,2,2,6696.0,6696.0,,8,,,0,2,0,0,1,0.48293,0.51707
1561,1562,0,0.041826362,58,0,0,0,2707.0,2707.0,,4,,,0,1,0,2,0,0.91084,0.08916
1574,1575,0,0.9527988820000001,54,0,0,0,0.558740602,3566.4412625659998,6383,10,3191.5,3191.5,0,1,0,1,0,0.92802,0.07198
1576,1577,0,0.655147395,46,0,0,0,0.378128675,2250.6218736,5952,6,1488.0,4464.0,0,1,0,3,0,0.89132,0.10868
1587,1588,0,0.380480301,68,0,0,0,0.051771117,132.948228456,2568,2,642.0,1926.0,0,0,0,3,0,0.9644,0.0356
1589,1590,0,0.68012303,48,0,0,0,245.0,245.0,,4,,,0,0,0,0,0,0.90815,0.09185
1591,1592,0,0.273435385,48,0,0,0,0.218109655,2362.7818926150003,10833,10,10833.0,0.0,0,1,0,0,0,0.96553,0.03447
1597,1598,0,0.54691406,67,0,0,0,2969.0,2969.0,,6,,,0,2,0,0,0,0.93469,0.06531
1598,1599,0,0.13224903300000002,49,0,0,0,29.0,,,2,,,0,0,0,,0,0.98328,0.01672
1608,1609,0,0.918342055,33,0,7,0,0.270289344,765.7297115519999,2833,4,2833.0,0.0,1,0,2,0,1,0.38765,0.61235
1611,1612,0,0.016128599,60,0,2,0,1812.0,1812.0,,8,,,0,1,1,0,0,0.87911,0.12089
1629,1630,0,0.621007856,64,0,3,0,0.31022233899999996,2357.6897763999996,7600,14,3800.0,3800.0,1,2,0,1,0,0.90243,0.09757
1632,1633,0,0.498488961,39,0,0,0,0.286938021,5124.7130550599995,17860,13,17860.0,0.0,0,1,0,0,0,0.9563,0.0437
1636,1637,0,0.045759314,41,0,0,0,0.409914601,1967.5900847999999,4800,17,1600.0,3200.0,0,2,0,2,0,0.95176,0.04824
1643,1644,0,0.010893096000000001,71,1,3,0,0.194158076,790.8058435480001,4073,8,4073.0,0.0,1,0,0,0,0,0.9274,0.0726
1660,1661,0,0.026621989,62,0,0,0,0.290083632,1213.709916288,4184,8,1394.6666666666667,2789.333333333333,0,1,0,2,0,0.95913,0.04087
1662,1663,1,0.9999998999999999,50,0,1,1,1305.0,1305.0,,2,,,0,1,0,0,0,0.74278,0.25722
1664,1665,0,0.99200034,57,0,0,0,0.5551112220000001,2220.4448880000004,4000,8,4000.0,0.0,0,1,0,0,0,0.94494,0.05506
1683,1684,0,0.071129391,80,1,0,0,0.09368751800000001,327.906313,3500,6,3500.0,0.0,0,0,0,0,0,0.98908,0.01092
1687,1688,0,0.425597312,43,0,2,0,0.302766085,1006.6972326250001,3325,4,3325.0,0.0,0,1,1,0,0,0.75542,0.24458
1688,1689,0,0.08745277900000001,71,1,0,0,1959.0,1959.0,,11,,,0,1,0,2,0,0.97128,0.02872
1693,1694,0,0.195056302,73,1,0,0,1529.0,1529.0,,10,,,0,1,0,2,0,0.96212,0.03788
1699,1700,0,0.24664436,45,0,0,0,0.10996858,384.89002999999997,3500,5,1750.0,1750.0,0,0,0,1,0,0.94379,0.05621
1705,1706,0,0.043255885,33,0,1,1,0.009998276,57.990000800000004,5800,7,5800.0,0.0,0,0,0,0,0,0.92622,0.07378
1711,1712,0,0.982431974,59,0,7,5,0.664255618,9458.335744702,14239,13,4746.333333333333,9492.666666666668,0,2,1,2,1,0.40314,0.59686
1712,1713,0,0.018265099,55,0,0,0,0.012643379,96.987360309,7671,6,7671.0,0.0,0,1,0,0,0,0.98534,0.01466
1713,1714,1,0.9999998999999999,52,0,14,0,0.237812128,1599.7621850560001,6727,2,3363.5,3363.5,4,0,1,1,1,0.33895,0.66105
1718,1719,0,3.4999099999999996E-4,73,1,0,0,681.0,681.0,,6,,,0,1,0,0,0,0.98119,0.01881
1726,1727,0,0.9824035190000001,57,0,2,0,2357.0,2357.0,,8,,,0,1,1,0,0,0.71272,0.28728
1728,1729,0,0.258431665,70,0,0,0,4045.0,4045.0,,8,,,0,1,0,1,0,0.93258,0.06742
1735,1736,0,0.295740852,47,0,0,0,0.178619035,669.8213812500001,3750,3,1250.0,2500.0,0,0,0,2,0,0.92776,0.07224
1737,1738,0,0.339794165,59,0,0,0,3115.0,3115.0,,19,,,0,1,0,0,0,0.95015,0.04985
1738,1739,0,0.318112126,60,0,0,0,0.020152792,152.979844072,7591,2,7591.0,0.0,0,0,0,0,0,0.97603,0.02397
1742,1743,0,0.510087113,61,0,0,0,0.19865611100000002,2985.8013483300006,15030,6,7515.0,7515.0,0,1,0,1,0,0.97976,0.02024
1743,1744,0,0.039753447000000004,66,0,0,0,0.243919633,691.756079188,2836,15,2836.0,0.0,0,0,0,0,0,0.98789,0.01211
1746,1747,0,0.142398,57,0,0,0,0.264079508,1115.7359213,4225,6,4225.0,0.0,0,1,0,0,0,0.97765,0.02235
1749,1750,0,0.13296265300000001,61,0,0,0,0.371699564,1449.6282996,3900,10,975.0,2925.0,0,1,0,3,0,0.97095,0.02905
1760,1761,0,0.056476222,59,0,0,0,3612.0,3612.0,,7,,,0,2,0,0,0,0.90978,0.09022
1767,1768,0,1.624465065,61,0,0,0,0.432814229,5085.56719075,11750,12,5875.0,5875.0,0,1,0,1,0,0.94053,0.05947
1778,1779,0,0.017699115,78,1,0,0,10.0,,,1,,,0,0,0,,0,0.99586,0.00414
1781,1782,0,0.059627208,63,0,0,0,639.0,639.0,,6,,,0,0,0,1,0,0.97092,0.02908
1783,1784,0,0.162218632,49,0,0,0,0.459160129,1989.5408389569998,4333,9,2166.5,2166.5,0,2,0,1,0,0.96748,0.03252
1788,1789,0,0.047724174,66,0,0,0,0.75812094,1516.24188,2000,11,1000.0,1000.0,0,1,0,1,0,0.97925,0.02075
1793,1794,0,0.267703359,49,0,0,0,0.021265054,195.978737664,9216,4,4608.0,4608.0,0,0,0,1,0,0.95465,0.04535
1799,1800,0,0.098515058,72,1,0,0,1189.0,1189.0,0,4,0.0,0.0,0,1,0,0,0,0.98143,0.01857
1804,1805,0,0.086672375,79,1,0,0,0.134648714,1009.865355,7500,15,7500.0,0.0,0,0,0,0,0,0.99254,0.00746
1809,1810,0,0.059112597,59,0,0,0,1743.0,1743.0,,3,,,0,1,0,,0,0.98276,0.01724
1811,1812,0,0.042970201,40,0,0,0,45.0,0.0,0,6,0.0,0.0,0,0,0,0,0,0.95984,0.04016
1812,1813,0,0.026599391,62,0,0,0,0.074071225,962.925925,13000,9,6500.0,6500.0,0,1,0,1,0,0.98693,0.01307
1836,1837,0,0.9999998999999999,42,0,3,0,0.082983403,414.917015,5000,1,1666.6666666666667,3333.333333333333,1,0,0,2,1,0.49626,0.50374
1838,1839,1,0.924601885,43,0,1,1,0.367097806,2525.63290528,6880,4,3440.0,3440.0,0,0,0,1,0,0.81933,0.18067
1839,1840,0,0.25051860000000004,77,1,0,0,0.363636364,1563.6363652,4300,24,4300.0,0.0,0,0,0,0,0,0.98987,0.01013
1850,1851,0,0.9999998999999999,32,0,0,0,0.096394145,269.903606,2800,1,1400.0,1400.0,0,0,0,1,0,0.85628,0.14372
1855,1856,0,0.180280146,47,0,0,0,0.02849715,284.9715,10000,4,1666.6666666666667,8333.333333333334,0,0,0,5,0,0.94968,0.05032
1857,1858,0,1.209302326,49,0,0,0,10.0,,,1,,,0,0,0,0,0,0.92046,0.07954
1876,1877,0,0.508254824,47,0,0,0,0.58369593,4560.41630109,7813,9,3906.5,3906.5,0,1,0,1,0,0.94596,0.05404
1878,1879,0,0.280334483,34,0,0,0,0.558411882,1954.441587,3500,10,3500.0,0.0,0,1,0,0,0,0.94187,0.05813
1879,1880,0,0.014083736999999999,67,0,0,0,0.129409265,608.870591825,4705,7,4705.0,0.0,0,1,0,0,0,0.98596,0.01404
1880,1881,0,0.508008865,49,0,1,1,0.360940809,3237.6390567299995,8970,10,1794.0,7176.0,0,2,0,4,0,0.82724,0.17276
1885,1886,0,0.010646433,32,0,0,0,8.309789999999999E-4,4.999169663999999,6016,8,2005.3333333333333,4010.666666666667,0,0,0,2,0,0.95613,0.04387
1892,1893,0,0.081071193,44,0,0,0,0.332041747,5312.667952,16000,9,4000.0,12000.0,0,4,0,3,0,0.86234,0.13766
1898,1899,0,0.049889802000000004,44,0,1,1,2549.0,2549.0,,6,,,0,1,0,0,0,0.80437,0.19563
1899,1900,0,0.5565919810000001,45,0,0,0,1.409716125,9632.590282125,6833,22,6833.0,0.0,0,8,0,0,0,0.77969,0.22031
1901,1902,0,0.9063817270000001,50,0,0,0,5317.0,5317.0,,16,,,0,2,0,2,0,0.82129,0.17871
1902,1903,0,0.59410642,42,0,0,0,0.8384482529999999,6310.161552078,7526,14,2508.6666666666665,5017.333333333334,0,4,0,2,0,0.66033,0.33967
1905,1906,0,0.046458026,64,0,0,0,0.13311688300000002,942.8668822890002,7083,9,7083.0,0.0,0,0,0,0,0,0.98632,0.01368
1906,1907,0,0.033934804,57,0,0,0,5354.0,5354.0,,9,,,0,2,0,4,0,0.86396,0.13604
1913,1914,0,0.060876125,67,0,0,0,0.122324159,719.877675715,5885,10,1961.6666666666667,3923.333333333333,0,0,0,2,0,0.98693,0.01307
1916,1917,0,0.389287936,63,0,0,0,1633.0,1633.0,,9,,,0,1,0,0,0,0.94994,0.05006
1920,1921,0,0.484136932,46,0,0,0,0.144113613,1785.855892296,12392,7,12392.0,0.0,0,1,0,0,0,0.96606,0.03394
1927,1928,0,0.009386388,71,1,0,0,0.010705922,31.989294936,2988,12,2988.0,0.0,0,0,0,0,0,0.99075,0.00925
1929,1930,0,0.665173572,54,0,0,0,0.166102842,490.83389811,2955,3,2955.0,0.0,0,0,0,0,0,0.96118,0.03882
1931,1932,0,0.02579742,75,1,0,0,0.005178402,81.994817268,15834,2,7917.0,7917.0,0,0,0,1,0,0.99428,0.00572
1933,1934,0,0.0,42,0,0,0,0.0,0.0,5000,2,5000.0,0.0,0,0,0,0,0,0.96032,0.03968
1942,1943,0,0.611393314,51,0,0,0,0.401873049,3861.598127841,9609,14,9609.0,0.0,0,2,0,0,0,0.94953,0.05047
1944,1945,0,0.00729301,58,0,0,0,0.470048177,5170.529947,11000,10,11000.0,0.0,0,1,0,0,0,0.97346,0.02654
1954,1955,0,0.02374947,59,0,0,0,0.090883991,1974.90912443,21730,8,21730.0,0.0,0,1,0,0,0,0.99084,0.00916
1961,1962,0,0.0,60,0,0,0,0.624692034,2281.3753081679997,3652,9,3652.0,0.0,0,2,0,0,0,0.97277,0.02723
1969,1970,0,0.047647617999999996,73,1,0,0,639.0,639.0,,5,,,0,1,0,0,0,0.98171,0.01829
1980,1981,0,0.016422761,83,1,0,0,0.005982291999999999,24.994015975999996,4178,8,4178.0,0.0,0,0,0,0,0,0.99265,0.00735
2008,2009,0,0.44798599999999994,58,0,0,0,1408.0,1408.0,,5,,,0,1,0,0,0,0.92455,0.07545
2010,2011,0,0.07751379900000001,29,0,0,0,0.011997715,62.988003750000004,5250,4,2625.0,2625.0,0,0,0,1,0,0.94095,0.05905
2013,2014,0,0.45750741100000003,39,0,0,0,1003.0,1003.0,,5,,,0,0,0,0,0,0.92417,0.07583
2021,2022,0,0.314304201,51,0,0,0,0.44015995399999996,1540.5598389999998,3500,13,1750.0,1750.0,0,0,0,1,0,0.93204,0.06796
2024,2025,1,0.9999998999999999,46,0,3,0,0.42785493799999996,2217.572143654,5183,4,647.875,4535.125,1,1,0,7,0,0.5266,0.4734
2028,2029,0,0.28393059800000003,55,0,0,0,1.51545916,6566.48454028,4333,14,1444.3333333333333,2888.666666666667,0,2,0,2,0,0.89111,0.10889
2032,2033,1,0.752445768,55,0,10,2,0.30539568300000003,848.6946030570001,2779,5,2779.0,0.0,2,0,1,0,1,0.35179,0.64821
2034,2035,0,0.971792188,52,0,0,0,0.76123817,3860.2387600700004,5071,15,2535.5,2535.5,0,1,0,1,0,0.94355,0.05645
2035,2036,0,0.17773046899999997,34,0,0,0,0.156888693,1066.8431123999999,6800,8,6800.0,0.0,0,0,0,0,0,0.95366,0.04634
2036,2037,0,0.6402084370000001,39,0,0,0,2441.0,2441.0,,7,,,0,1,0,0,0,0.8242,0.1758
2039,2040,0,0.9501051229999999,46,0,0,0,0.52499494,2593.4750036,4940,5,1235.0,3705.0,0,1,0,3,0,0.93206,0.06794
2040,2041,0,0.021748641000000003,88,1,0,0,10.0,,,3,,,0,0,0,,0,0.99719,0.00281
2045,2046,0,0.030960339,51,0,1,1,0.255676759,2296.744326097,8983,22,8983.0,0.0,0,1,0,0,0,0.9666,0.0334
2048,2049,0,0.7021366170000001,56,0,0,0,0.242281682,823.7577188,3400,8,3400.0,0.0,0,1,0,0,0,0.96269,0.03731
2050,2051,0,0.01292519,54,0,0,0,0.00235248,11.997648,5100,9,1275.0,3825.0,0,0,0,3,0,0.98196,0.01804
2053,2054,0,0.0073632459999999995,75,1,0,0,0.002999,8.997,3000,5,3000.0,0.0,0,0,0,0,0,0.98979,0.01021
2055,2056,0,0.285528031,27,0,0,0,0.208661417,529.791337763,2539,2,2539.0,0.0,0,0,0,0,0,0.88189,0.11811
2057,2058,0,0.6598908410000001,41,0,0,0,0.37409409899999996,3251.6259085079996,8692,11,1738.4,6953.6,0,2,0,4,0,0.85381,0.14619
2058,2059,0,0.157880118,28,0,0,0,112.0,112.0,,4,,,0,0,0,0,0,0.85674,0.14326
2061,2062,0,0.002586427,68,0,0,0,4.0,,,4,,,0,0,0,,0,0.99526,0.00474
2084,2085,0,0.402664316,51,0,0,0,0.088775273,381.911224446,4302,5,4302.0,0.0,0,0,0,0,0,0.957,0.043
2090,2091,0,0.028005705,49,0,0,0,0.299329199,2364.7006721,7900,16,7900.0,0.0,0,2,0,0,0,0.97981,0.02019
2093,2094,0,0.0,50,0,0,0,1222.0,1222.0,1,19,1.0,0.0,0,1,0,0,0,0.97588,0.02412
2095,2096,0,0.023248837999999997,36,0,0,0,0.088126389,356.91187545,4050,4,4050.0,0.0,0,0,0,0,0,0.95953,0.04047
2098,2099,0,0.025361644,57,0,0,0,2884.0,2884.0,,16,,,0,2,0,0,0,0.96162,0.03838
2100,2101,0,0.207916833,48,0,0,0,0.180242067,550.819756752,3056,15,1528.0,1528.0,0,0,0,1,0,0.95778,0.04222
2109,2110,0,0.319693442,67,0,1,1,0.494706249,2382.505295184,4816,16,4816.0,0.0,0,1,0,0,0,0.96453,0.03547
2115,2116,0,0.503660421,51,0,0,0,0.34637088899999996,5339.653624823999,15416,22,5138.666666666667,10277.333333333332,0,3,0,2,0,0.9569,0.0431
2127,2128,0,0.808042698,52,0,0,0,0.561887622,2809.43811,5000,9,1250.0,3750.0,0,1,0,3,0,0.94951,0.05049
2129,2130,0,0.143608005,54,0,0,0,0.33601142700000003,1881.6639912,5600,15,1866.6666666666667,3733.333333333333,0,1,0,2,0,0.9782,0.0218
2130,2131,0,0.112387394,30,0,3,0,1230.0,1230.0,,12,,,1,0,0,0,0,0.62947,0.37053
2135,2136,0,0.287522654,39,0,2,2,0.634727545,3808.36527,6000,19,2000.0,4000.0,0,1,0,2,0,0.76806,0.23194
2142,2143,0,0.034495213999999996,38,0,0,0,1122.0,1122.0,,9,,,0,1,0,2,0,0.90928,0.09072
2146,2147,0,0.01699306,73,1,0,0,0.269474638,1189.7305267699999,4415,13,4415.0,0.0,0,2,0,0,0,0.98987,0.01013
2152,2153,0,0.22849398699999998,56,0,0,0,0.306564342,2236.693439232,7296,9,7296.0,0.0,0,2,0,0,0,0.96776,0.03224
2154,2155,0,0.147292635,40,0,0,0,0.067548418,428.9324543,6350,2,2116.6666666666665,4233.333333333334,0,1,0,2,0,0.93648,0.06352
2158,2159,0,0.070111885,56,0,0,0,0.220878049,2263.779124201,10249,6,10249.0,0.0,0,2,0,0,0,0.98231,0.01769
2161,2162,0,0.516420752,40,0,7,4,0.016135705,38.98386328,2416,7,805.3333333333334,1610.6666666666665,1,0,0,2,1,0.36886,0.63113
2162,2163,0,0.12995122,46,0,1,1,242.0,242.0,,17,,,0,0,0,2,0,0.87853,0.12147
2163,2164,0,0.359984517,57,0,0,0,2108.0,2108.0,,8,,,0,1,0,0,0,0.9316,0.0684
